,customer_id,age,annual_income,credit_score,employment-type,education__level,marital_status,city,customer_segment,loan_type,loan_amount_(inr),tenure_months,monthly_visits,debt_to_income,loan_approved?,valid_age
430,CUST100927,46.0,613863.0,767.0,Business,Graduate,Married,Delhi,Premium,Education,494394.0,36,9.0,True,Yes,True
431,CUST101405,29.0,641317.0,711.0,Salaried,Graduate,Married,Hyderabad,Mass,Auto,1560080.0,72,4.0,True,Yes,True
432,CUST101455,47.0,763408.0,631.0,Business,Diploma,Married,Mumbai,Mass,Home,679113.0,72,3.0,True,Yes,True
433,CUST100567,31.0,343883.0,716.0,Self-Employed,Postgraduate,Married,Mumbai,Premium,Education,209360.0,60,,True,Yes,True
434,CUST100309,35.0,648556.0,782.0,Business,Graduate,Single,Chennai,Affluent,Education,414520.0,48,6.0,False,Yes,True
435,CUST100431,24.0,710039.0,649.0,Self-Employed,Graduate,Married,Bengaluru,Mass,Business,692521.0,72,3.0,True,Yes,True
436,CUST100918,57.0,120000.0,781.0,Business,,Married,Bengaluru,Mass,Auto,260512.0,72,2.0,True,No,True
437,CUST100399,34.0,769660.0,667.0,Salaried,Graduate,Married,Mumbai,Mass,Home,320241.0,120,7.0,True,Yes,True
438,CUST100424,48.0,500822.0,656.0,Salaried,12Th,Married,Jaipur,Mass,Home,496054.0,48,8.0,True,Yes,True
439,CUST100371,36.0,488261.0,663.0,Business,Postgraduate,Married,Mumbai,Affluent,Education,718354.0,120,5.0,True,Yes,True
440,CUST100055,44.0,653771.0,,Self-Employed,Graduate,Married,Pune,Premium,Personal,415384.0,60,4.0,True,Yes,True
441,CUST101133,58.0,563006.0,766.0,Salaried,,married,Jaipur,Mass,Personal,798590.0,24,3.0,True,Yes,True
442,CUST100577,64.0,120000.0,,Salaried,Postgraduate,Married,Hyderabad,Mass,Home,,12,5.0,True,Yes,True
443,CUST100590,60.0,550134.0,630.0,Business,12Th,Single,Kolkata,Mass,Education,267471.0,84,5.0,True,Yes,True
444,CUST100313,26.0,511219.0,,Contract,Postgraduate,Married,Chennai,Affluent,Personal,,60,3.0,True,No,True
445,CUST100959,66.0,,754.0,Contract,Other,Divorced,Kolkata,Affluent,Home,806082.0,12,8.0,True,Yes,True
446,CUST101381,67.0,735219.0,775.0,Salaried,Graduate,Single,Kolkata,Premium,Home,,120,7.0,True,Yes,True
447,CUST100110,,180190.0,777.0,Salaried,12Th,Married,Delhi,Sme,Auto,218760.0,24,3.0,True,Yes,False
448,CUST100487,36.0,461762.0,740.0,Self-Employed,Graduate,Married,Jaipur,Affluent,Auto,936416.0,120,5.0,True,Yes,True
450,CUST100101,60.0,515933.0,741.0,Salaried,Graduate,Single,Bengaluru,Affluent,Home,977461.0,120,7.0,True,No,True
451,CUST100486,31.0,470290.0,,Business,Graduate,Married,Chennai,Mass,Education,229724.0,12,3.0,True,No,True
452,CUST100695,25.0,1253341.0,737.0,Business,Graduate,Single,Mumbai,Mass,Auto,334591.0,36,8.0,True,Yes,True
453,CUST101410,,1085541.0,754.0,Business,Diploma,Single,Hyderabad,Mass,Education,297224.0,60,5.0,True,No,False
454,CUST100267,42.0,331267.0,722.0,Self-Employed,Diploma,Single,Hyderabad,Mass,Education,484319.0,72,4.0,False,Yes,True
455,CUST101335,46.0,775005.0,772.0,Contract,Postgraduate,Single,Bengaluru,Mass,Home,204197.0,60,9.0,True,Yes,True
456,CUST100297,60.0,666484.0,716.0,Salaried,Graduate,Married,Hyderabad,Sme,Education,418944.0,12,6.0,True,Yes,True
457,CUST100549,45.0,888107.0,766.0,Self-Employed,Postgraduate,Single,Pune,Mass,Business,492562.0,24,3.0,True,Yes,True
458,CUST101321,26.0,1012157.0,726.0,Self-Employed,Graduate,Divorced,Bengaluru,Mass,Business,504861.0,48,3.0,True,Yes,True
459,CUST100866,53.0,298549.0,761.0,,Diploma,Married,Kolkata,Mass,Auto,1133485.0,72,5.0,True,Yes,True
460,CUST100988,35.0,736331.0,735.0,Self-Employed,Postgraduate,Divorced,Pune,Mass,Home,756243.0,48,3.0,True,No,True
461,CUST100378,56.0,824156.0,733.0,Salaried,Postgraduate,Married,Mumbai,Mass,Auto,1014401.0,120,4.0,True,Yes,True
462,CUST100287,28.0,896601.0,809.0,Salaried,Postgraduate,Married,Jaipur,Affluent,Business,665385.0,72,4.0,True,Yes,True
463,CUST101474,30.0,661585.0,633.0,Self-Employed,Graduate,Single,Hyderabad,Mass,Education,146511.0,36,4.0,True,Yes,True
464,CUST100756,41.0,601141.0,735.0,Contract,Graduate,Single,Mumbai,Affluent,Personal,1765675.0,24,5.0,True,Yes,True
465,CUST100127,24.0,2989383.0,704.0,Salaried,Diploma,Married,Mumbai,Affluent,Business,333461.0,12,5.0,True,Yes,True
466,CUST100328,22.0,843380.0,840.0,Contract,12Th,Single,Bengaluru,Mass,Education,528778.0,12,4.0,True,No,True
467,CUST100293,65.0,511125.0,728.0,,Diploma,Married,Jaipur,Mass,Business,789274.0,48,2.0,True,Yes,True
468,CUST101019,22.0,438557.0,771.0,Self-Employed,Graduate,Married,Hyderabad,Affluent,Home,158408.0,84,-5.0,True,No,True
469,CUST100753,25.0,645828.0,,Self-Employed,Graduate,Married,Kolkata,Premium,Personal,586581.0,24,4.0,False,Yes,True
470,CUST100585,39.0,,662.0,Self-Employed,,Married,Hyderabad,Affluent,Home,380177.0,36,6.0,True,No,True
471,CUST100356,67.0,724752.0,739.0,Self-Employed,Graduate,Married,Kolkata,Sme,Education,1487484.0,24,9.0,True,Yes,True
472,CUST101250,66.0,952713.0,773.0,Contract,Diploma,Single,Kolkata,Mass,Education,384817.0,48,7.0,True,Yes,True
473,CUST100171,25.0,435770.0,,Self-Employed,Graduate,Single,Hyderabad,Mass,Personal,269664.0,60,6.0,True,Yes,True
474,CUST101151,38.0,987820.0,699.0,Self-Employed,12Th,Single,Hyderabad,Mass,Business,164409.0,36,6.0,True,No,True
475,CUST101192,34.0,830216.0,590.0,Salaried,Other,Married,Mumbai,Sme,Auto,575319.0,72,2.0,True,Yes,True
476,CUST101489,26.0,871467.0,706.0,Self-Employed,Graduate,Single,Bengaluru,Affluent,Personal,222701.0,72,6.0,True,No,True
477,CUST101300,,817084.0,756.0,Salaried,Postgraduate,Married,Pune,Affluent,Auto,1503704.0,60,8.0,True,Yes,False
478,CUST100210,57.0,674057.0,828.0,Self-Employed,Postgraduate,Single,Jaipur,Premium,Education,,60,3.0,True,No,True
479,CUST100627,36.0,760410.0,680.0,Business,Diploma,Married,Kolkata,Sme,Personal,1632611.0,120,6.0,True,No,True
480,CUST100875,25.0,779302.0,828.0,Business,Postgraduate,Married,Mumbai,Mass,Home,311944.0,60,4.0,True,Yes,True
481,CUST100141,67.0,405696.0,812.0,,Postgraduate,Single,Mumbai,Affluent,Education,386690.0,24,5.0,True,Yes,True
482,CUST101344,48.0,779944.0,704.0,Contract,12Th,Married,Jaipur,Premium,Personal,462637.0,24,6.0,True,No,True
483,CUST101027,24.0,492756.0,663.0,Business,Diploma,Single,Hyderabad,Affluent,Business,539265.0,48,13.0,True,Yes,True
484,CUST100675,25.0,264750.0,674.0,Business,12Th,M,Jaipur,Affluent,Education,449226.0,12,5.0,True,No,True
485,CUST101218,55.0,372130.0,721.0,Contract,Graduate, MARRIED ,Delhi,Mass,Business,576106.0,72,6.0,True,Yes,True
486,CUST100712,45.0,,769.0,Contract,12Th,Married,Pune,Affluent,Home,785129.0,48,4.0,True,No,True
487,CUST101080,60.0,525488.0,724.0,Contract,Graduate,Single,Hyderabad,Premium,Auto,303043.0,48,6.0,True,Yes,True
488,CUST100545,60.0,634720.0,681.0,Contract,Graduate,Single,Mumbai,Mass,Education,687162.0,36,5.0,True,Yes,True
489,CUST100200,66.0,263536.0,571.0,Contract,Graduate,Married,Kolkata,Affluent,Auto,622490.0,48,,True,Yes,True
490,CUST100926,65.0,,738.0,Unknown,Graduate,Single,Delhi,Affluent,Home,137679.0,12,4.0,True,No,True
491,CUST101245,62.0,456901.0,745.0,Self-Employed,Postgraduate,Married,Chennai,Mass,Business,335670.0,12,4.0,True,Yes,True
492,CUST100783,26.0,1227878.0,837.0,Business,Graduate,Married,Jaipur,Mass,Business,522689.0,120,3.0,True,Yes,True
493,CUST101383,37.0,100.0,629.0,Salaried,12Th,Married,Pune,Mass,Business,268038.0,60,3.0,True,Yes,True
494,CUST100523,30.0,1458398.0,663.0,Contract,Diploma,Divorced,Chennai,Sme,Personal,386674.0,72,4.0,True,Yes,True
495,CUST100011,45.0,805870.0,745.0,Contract,Graduate,Single,Hyderabad,Premium,Education,957922.0,48,80.0,False,Yes,True
496,CUST100148,31.0,,691.0,,Graduate,Single,Mumbai,Mass,Home,606427.0,120,3.0,True,Yes,True
497,CUST100747,46.0,350550.0,,Salaried,Graduate,Single,Kolkata,Premium,Auto,595065.0,36,5.0,True,No,True
498,CUST100283,52.0,,778.0,Self-Employed,Graduate,Married,Bengaluru,Affluent,Personal,268509.0,84,4.0,True,Yes,True
499,CUST100299,34.0,552964.0,749.0,,Other,Married,Hyderabad,Mass,Personal,145716.0,84,6.0,True,Yes,True
500,CUST100637,32.0,,711.0,Business,Diploma,Married,Jaipur,Premium,Home,472112.0,72,13.0,True,No,True
501,CUST100292,33.0,1298907.0,821.0,Salaried,Graduate,Married,Mumbai,Mass,Business,422055.0,84,7.0,True,Yes,True
502,CUST100529,64.0,598617.0,705.0,Self-Employed,Graduate,Single,Mumbai,Mass,Auto,386351.0,120,2.0,True,No,True
503,CUST100620,27.0,586602.0,,Business,Graduate,Married,Hyderabad,Affluent,Business,270600.0,48,1.0,True,Yes,True
504,CUST101064,54.0,405424.0,796.0,Business,Postgraduate,Married,Pune,Premium,Home,300100.0,60,5.0,False,No,True
505,CUST101389,62.0,,764.0,,Graduate,Married,Bengaluru,Mass,Education,1290448.0,72,4.0,True,No,True
506,CUST101161,48.0,920487.0,729.0,Business,Other,Married,Hyderabad,Affluent,Business,403560.0,120,5.0,True,Yes,True
507,CUST100130,50.0,1034932.0,761.0,Salaried,Graduate,Married,Delhi,Mass,Business,146609.0,12,5.0,True,No,True
508,CUST100600,51.0,1150982.0,767.0,Business,Graduate,Married,Bengaluru,Mass,Home,1399292.0,12,8.0,True,No,True
509,CUST100332,38.0,589350.0,,Business,Graduate,Divorced,Hyderabad,Affluent,Business,542307.0,84,2.0,True,No,True
510,CUST100324,64.0,682592.0,764.0,Self-Employed,Graduate,Married,Kolkata,Affluent,Personal,233627.0,120,3.0,True,Yes,True
511,CUST100706,47.0,419675.0,771.0,Salaried,Graduate,Married,Chennai,Premium,Education,939847.0,72,6.0,True,Yes,True
512,CUST100515,66.0,760470.0,713.0,Salaried,Graduate,Married,Kolkata,Mass,Home,259030.0,84,2.0,True,Yes,True
513,CUST100629,44.0,,764.0,Business,12Th,Single,Jaipur,Sme,Auto,1973310.0,120,7.0,True,No,True
514,CUST100528,27.0,,686.0,Self-Employed,12Th,Married,Delhi,Mass,Auto,334016.0,24,5.0,True,Yes,True
515,CUST100533,28.0,443392.0,615.0,Contract,Graduate,Single ,Pune,Affluent,Home,216084.0,24,6.0,True,Yes,True
516,CUST101353,44.0,251553.0,738.0,Business,Graduate,Single,Chennai,Mass,Business,342720.0,60,4.0,True,No,True
517,CUST101237,21.0,1005100.0,730.0,Self-Employed,Graduate,Single ,Jaipur,Affluent,Auto,724166.0,84,5.0,True,No,True
518,CUST100159,44.0,618521.0,718.0,Business,Graduate,Single,Delhi,Affluent,Home,631446.0,36,6.0,False,Yes,True
519,CUST101042,61.0,447520.0,647.0,Business,Postgraduate,Single,Bengaluru,Affluent,Personal,212450.0,24,8.0,True,No,True
520,CUST100983,46.0,695655.0,696.0,Contract,Graduate,Married,Chennai,Mass,Home,521063.0,12,3.0,True,No,True
521,CUST100196,25.0,1132945.0,799.0,Self-Employed,Graduate,Married,Bengaluru,Mass,Auto,1026581.0,24,8.0,True,Yes,True
522,CUST101272,26.0,120000.0,656.0,Contract,Postgraduate,Single,Hyderabad,Mass,Business,753462.0,72,4.0,True,No,True
523,CUST101337,50.0,,,Salaried,12Th,Married,,Mass,Business,357363.0,84,6.0,True,Yes,True
524,CUST100411,29.0,423161.0,721.0,Salaried,Graduate, MARRIED ,Delhi,Mass,Personal,240287.0,48,10.0,True,No,True
525,CUST100097,32.0,535937.0,697.0,Self-Employed,Graduate,Single,,Premium,Auto,547486.0,120,4.0,True,Yes,True
526,CUST101068,51.0,,782.0,Salaried,Graduate,Single,Chennai,Affluent,Education,257860.0,36,6.0,True,Yes,True
527,CUST100157,26.0,646168.0,746.0,Salaried,,Married,Delhi,Premium,Auto,380328.0,12,5.0,False,Yes,True
528,CUST100420,44.0,651186.0,679.0,Self-Employed,Postgraduate,Married,Delhi,Sme,Education,413059.0,48,3.0,True,Yes,True
529,CUST101352,39.0,330846.0,764.0,Contract,Graduate,Married,Jaipur,Sme,Education,187261.0,24,4.0,True,No,True
530,CUST100478,21.0,416646.0,724.0,Self-Employed,Postgraduate,Married,Delhi,Affluent,Auto,738862.0,72,1.0,True,Yes,True
531,CUST100632,,851384.0,804.0,Contract,12Th,Married,Chennai,Mass,Home Loan,179398.0,60,4.0,True,Yes,False
532,CUST100671,65.0,470810.0,664.0,Contract,Graduate,Single,Pune,Premium,Education,240464.0,60,11.0,True,Yes,True
533,CUST101360,38.0,418934.0,632.0,Contract,12Th,Single,Jaipur,Sme,Personal,1460027.0,12,2.0,True,Yes,True
534,CUST100448,65.0,1543501.0,698.0,Business,Graduate,Married,Kolkata,Mass,Auto,644840.0,60,4.0,True,Yes,True
535,CUST100179,63.0,817976.0,675.0,Business,Diploma,Single,Pune,Premium,Auto,463360.0,12,6.0,True,No,True
536,CUST100391,56.0,1327328.0,612.0,Contract,Diploma,Married,Bengaluru,Premium,Auto,858877.0,72,5.0,True,No,True
537,CUST101322,33.0,892289.0,737.0,Business,Diploma,Married,Mumbai,Sme,Personal,958246.0,120,5.0,True,Yes,True
538,CUST100681,55.0,1146635.0,,Salaried,Graduate,Married,Bengaluru,Sme,Personal,608363.0,120,,False,No,True
539,CUST101273,64.0,726450.0,698.0,Business,12Th,Married,Delhi,Mass,Home,681760.0,36,9.0,True,approved,True
540,CUST101275,56.0,678001.0,804.0,Business,Graduate,Married,Kolkata,Mass,Business,268837.0,60,3.0,True,No,True
541,CUST101340,40.0,384669.0,664.0,Business,Graduate,Married,Delhi,Mass,Auto,450000.0,72,10.0,True,Yes,True
542,CUST100909,38.0,778215.0,120.0,Business,12Th,Married,Mumbai,Affluent,Personal,997263.0,48,2.0,False,Yes,True
543,CUST100901,21.0,857590.0,736.0,Business,Postgraduate,Married,Bengaluru,Mass,Home,369910.0,36,,True,Yes,True
544,CUST100818,,289179.0,709.0,Salaried,Postgraduate,Single,Kolkata,Premium,Auto,153194.0,24,9.0,True,Yes,False
545,CUST100789,46.0,1695578.0,698.0,Salaried,Graduate,Single,Delhi,Affluent,Business,,84,5.0,True,Yes,True
546,CUST100680,64.0,330385.0,765.0,Salaried,Graduate,Single,Mumbai,Mass,Personal,,120,5.0,True,No,True
547,CUST100295,46.0,393606.0,723.0,Salaried,Diploma,Married,Hyderabad,Mass,Home,1116815.0,60,2.0,True,Yes,True
548,CUST101348,53.0,639989.0,641.0,Salaried,Graduate,Married,Bengaluru,Premium,Business,229916.0,36,5.0,True,No,True
549,CUST100906,54.0,650000.0,750.0,Self-Employed,Graduate,Married,Mumbai,Mass,Business,246721.0,84,6.0,True,Yes,True
550,CUST100089,57.0,557689.0,795.0,Business,Other,Married,Hyderabad,Affluent,Auto,225214.0,12,10.0,True,No,True
551,CUST101286,23.0,1114162.0,817.0,Salaried,Graduate,Married,Bengaluru,Premium,Auto,848498.0,36,7.0,False,Yes,True
552,CUST100967,49.0,501990.0,654.0,,Diploma,Married,Mumbai,Affluent,Personal,1071962.0,24,5.0,True,pending,True
553,CUST100597,48.0,589668.0,624.0,Business,Graduate,Married,Kolkata,Mass,Personal,121992.0,36,4.0,True,Yes,True
554,CUST101182,64.0,1087024.0,766.0,Contract,12Th,Married,Bengaluru,Sme,Home,763336.0,12,3.0,True,Yes,True
555,CUST101422,67.0,,818.0,,Graduate,Married,Bengaluru,Affluent,Education,1053150.0,72,13.0,True,No,True
556,CUST100722,64.0,772828.0,793.0,Self-Employed,Graduate,Single,Hyderabad,Mass,Business,277758.0,60,5.0,True,Yes,True
557,CUST101209,34.0,985117.0,831.0,Business,Graduate,married,Mumbai,Sme,Education,344313.0,120,6.0,True,Yes,True
558,CUST100291,58.0,359338.0,678.0,Business,Postgraduate,Single ,Jaipur,Affluent,Home,355309.0,12,9.0,True,Yes,True
559,CUST101453,23.0,562921.0,750.0,Contract,12Th,Married,Hyderabad,Mass,Home,181246.0,36,8.0,True,Yes,True
560,CUST101193,29.0,847139.0,723.0,Business,Other,Married,Mumbai,Mass,Business,438806.0,24,3.0,True,Yes,True
561,CUST100349,29.0,1300667.0,603.0,Business,Postgraduate,Married,Kolkata,Mass,Education,195132.0,36,,True,No,True
562,CUST101001,58.0,1074578.0,,Salaried,Graduate,Single,Pune,Premium,Auto,504635.0,84,6.0,True,Yes,True
563,CUST101447,65.0,2507506.0,716.0,Business,Graduate,Married,Mumbai,Mass,Personal,918268.0,84,5.0,True,Yes,True
564,CUST100716,58.0,624479.0,545.0,Business,12Th,Married,Jaipur,Premium,Personal,,84,5.0,True,Yes,True
565,CUST101430,58.0,,,Self-Employed,Graduate,Single,Bengaluru,Mass,Auto,494150.0,120,9.0,True,Yes,True
566,CUST100621,41.0,443186.0,705.0,Self-Employed,Graduate,Married,Jaipur,Sme,Personal,173462.0,72,1.0,False,Yes,True
567,CUST100459,60.0,774915.0,605.0,Business,Graduate,Married,Pune,Mass,Home,703955.0,84,5.0,True,No,True
568,CUST100376,25.0,1170976.0,664.0,Salaried,Diploma,Single,Kolkata,Premium,Home,205176.0,120,7.0,True,No,True
569,CUST100334,60.0,2101980.0,586.0,Salaried,Post Graduate,Single,Pune,Mass,Home,553629.0,48,8.0,False,No,True
570,CUST101227,26.0,453019.0,689.0,Self-Employed,12Th,Single ,Kolkata,Affluent,Home Loan,1183589.0,48,5.0,True,Yes,True
571,CUST101356,44.0,350594.0,597.0,Contract,Postgraduate,Single,Jaipur,Mass,Home,904451.0,36,7.0,True,No,True
572,CUST100737,,1960148.0,748.0,Salaried,Postgraduate,Married,Hyderabad,Affluent,Education,537006.0,84,2.0,True,Yes,False
573,CUST101424,52.0,785410.0,675.0,Contract,Postgraduate,Married,Delhi,Mass,Auto,730634.0,24,1.0,True,Yes,True
574,CUST101274,52.0,1033033.0,730.0,Contract,Graduate,Single,Jaipur,Affluent,Education,145537.0,120,5.0,False,Yes,True
575,CUST100329,27.0,410868.0,607.0,Business,12Th,Married,Mumbai,Affluent,Education,1016743.0,84,2.0,True,No,True
576,CUST100319,65.0,956899.0,753.0,Self-Employed,Postgraduate,Single,Hyderabad,Mass,Personal,174457.0,120,3.0,True,Yes,True
578,CUST100990,58.0,600808.0,681.0,Business,Other,Married,Kolkata,Mass,Auto,582413.0,60,6.0,True,Yes,True
579,CUST100013,,845871.0,635.0,Salaried,Postgraduate,Single,Hyderabad,Mass,Education,208240.0,72,4.0,True,No,False
580,CUST100172,25.0,497334.0,759.0,Business,Postgraduate,Married,Chennai,Mass,Personal,239775.0,48,5.0,True,Yes,True
581,CUST100261,130.0,811910.0,828.0,Self-Employed,,Married,Chennai,Affluent,Personal,493393.0,60,4.0,True,Yes,True
582,CUST100853,66.0,765781.0,618.0,Self-Employed,12Th,Single,Pune,Mass,Education,384021.0,120,2.0,True,Yes,True
583,CUST100940,44.0,691395.0,672.0,Self-Employed,Other,Married,Pune,Affluent,Education,635746.0,120,6.0,True,Yes,True
584,CUST101262,64.0,496685.0,770.0,Salaried,Graduate,Married,Pune,Mass,Business,,12,7.0,True,No,True
585,CUST100139,37.0,256526.0,790.0,Salaried,Postgraduate,Married,Bengaluru,Mass,Personal,264729.0,84,5.0,True,Yes,True
586,CUST100550,52.0,864264.0,763.0,Self-Employed,Graduate,Married,Delhi,Premium,Home,288624.0,60,-5.0,True,Yes,True
587,CUST101141,62.0,890398.0,712.0,Business,12Th,Married,Kolkata,Affluent,Home,235290.0,12,9.0,True,No,True
588,CUST100880,50.0,389369.0,752.0,Contract,12Th,Married,Bengaluru,Affluent,Personal,212916.0,48,4.0,True,Yes,True
589,CUST100808,25.0,598955.0,631.0,Business,12Th,Married,Bengaluru,Mass,Personal,,48,8.0,True,No,True
590,CUST100559,58.0,773981.0,744.0,Self-Employed,12Th,Single,Chennai,Affluent,Auto,191671.0,48,5.0,True,Yes,True
591,CUST100140,41.0,895093.0,812.0,Salaried,Graduate,Married,Jaipur,Mass,Business,536426.0,72,5.0,True,Yes,True
592,CUST101342,27.0,1485795.0,722.0,Salaried,Postgraduate,Divorced,Bengaluru,Mass,Auto,,48,9.0,True,No,True
593,CUST100908,29.0,1394637.0,741.0,Contract,Graduate,Single,Jaipur,Mass,Business,,24,3.0,True,No,True
594,CUST100225,54.0,746850.0,766.0,Contract,Other,Single,Delhi,Mass,Education,405762.0,12,6.0,True,No,True
595,CUST101318,48.0,1048713.0,694.0,Salaried,Graduate,Married,Hyderabad,Premium,Business,291011.0,60,5.0,True,No,True
596,CUST100410,21.0,237507.0,712.0,Salaried,Graduate,Single,Jaipur,Mass,Auto,589761.0,24,5.0,True,Yes,True
597,CUST100326,31.0,430330.0,685.0,Salaried,Postgraduate,Married,Pune,Mass,Auto,,72,3.0,True,Yes,True
598,CUST100300,22.0,875180.0,609.0,Salaried,Graduate,Single,Bengaluru,Mass,Education,1074999.0,84,4.0,True,Yes,True
599,CUST101190,21.0,801105.0,712.0,Business,Graduate,Married,Mumbai,Mass,Personal,422282.0,24,7.0,True,No,True
600,CUST101094,39.0,647783.0,,Salaried,12Th,Married,Delhi,Affluent,Education,153165.0,60,8.0,True,Yes,True
601,CUST101006,64.0,681177.0,678.0,,Graduate,Single,Jaipur,Mass,Personal,364944.0,120,8.0,True,Yes,True
602,CUST101425,33.0,460182.0,698.0,Contract,Postgraduate,Married,Kolkata,Mass,Auto,912733.0,36,2.0,True,Yes,True
603,CUST100984,51.0,212894.0,783.0,,Other,Married,Mumbai,Mass,Auto,384045.0,36,5.0,True,No,True
604,CUST100907,40.0,210969.0,712.0,Business,Diploma,Married,Chennai,Mass,Auto,280476.0,24,1.0,True,Yes,True
605,CUST100574,23.0,233915.0,683.0,Salaried,Graduate,Married,Mumbai,Affluent,Education,317209.0,84,2.0,True,No,True
606,CUST100504,61.0,946339.0,726.0,Self-Employed,Graduate,Married,Jaipur,Premium,Education,248354.0,48,7.0,True,Yes,True
607,CUST100606,46.0,1034172.0,708.0,Business,Graduate,Single,Delhi,Affluent,Home,252704.0,24,6.0,True,Yes,True
608,CUST101121,21.0,490320.0,693.0,Contract,,Divorced,Kolkata,Mass,Home,950088.0,12,3.0,True,No,True
609,CUST100004,,316900.0,666.0,Contract,Other,Married,Kolkata,Premium,Auto,1015576.0,48,5.0,True,No,False
610,CUST101152,44.0,496362.0,620.0,Salaried,Graduate,Single,Kolkata,Affluent,Personal,141206.0,120,7.0,True,Yes,True
611,CUST100468,49.0,774600.0,700.0,Self-Employed,Postgraduate,Single,Delhi,Affluent,Personal,205276.0,24,6.0,True,Yes,True
612,CUST100322,26.0,1037368.0,740.0,Salaried,Graduate,Single,Kolkata,Mass,Education,454853.0,12,6.0,False,Yes,True
613,CUST100006,,1310728.0,730.0,Contract,Graduate,Single,Jaipur,Mass,Education,695470.0,48,6.0,True,Yes,False
614,CUST101011,33.0,622258.0,687.0,Salaried,Graduate,Divorced,Bengaluru,Mass,Education,1421364.0,84,3.0,True,Yes,True
615,CUST100548,48.0,893165.0,824.0,Self-Employed,12Th,Married,,Affluent,Auto,514208.0,24,5.0,True,Yes,True
616,CUST101069,36.0,751234.0,690.0,Salaried,Postgraduate,Divorced,Delhi,Mass,Auto,624195.0,84,5.0,True,Yes,True
617,CUST100040,50.0,803835.0,749.0,Self-Employed,,Single,Jaipur,Affluent,Business,,24,9.0,True,No,True
618,CUST100543,30.0,952363.0,682.0,Salaried,12Th,Married,Pune,Sme,Personal,707702.0,24,3.0,True,No,True
619,CUST100243,25.0,401757.0,705.0,Salaried,Diploma,Divorced,Bengaluru,Affluent,Home,246699.0,24,2.0,True,Yes,True
620,CUST100137,49.0,763973.0,724.0,Business,12Th,Married,Chennai,Mass,Home,837902.0,120,2.0,True,No,True
621,CUST101230,,1698388.0,713.0,Salaried,12Th,Married,Delhi,Premium,Personal,1060821.0,36,4.0,False,Yes,False
622,CUST101113,30.0,380184.0,598.0,Contract,12Th,Single,Bengaluru,Sme,Education,617888.0,24,6.0,True,Yes,True
623,CUST100803,45.0,580908.0,740.0,Business,12Th,Single,Pune,Mass,Auto,531842.0,12,6.0,True,Yes,True
624,CUST100701,45.0,585639.0,670.0,Salaried,Postgraduate,Married,Jaipur,Affluent,Personal,309169.0,12,4.0,True,Yes,True
625,CUST101092,42.0,252026.0,755.0,Business,Postgraduate,Married,Delhi,Premium,Auto,607688.0,48,4.0,True,Yes,True
626,CUST101415,,442989.0,704.0,Business,Graduate,Married,Jaipur,Sme,Auto,424350.0,24,7.0,True,Yes,False
627,CUST101400,35.0,941799.0,699.0,Self-Employed,Postgraduate,Married,Kolkata,Premium,Auto,2040786.0,12,7.0,True,No,True
628,CUST100582,60.0,238999.0,775.0,Business,Graduate,Married,Chennai,Premium,Business,,60,8.0,True,No,True
629,CUST100121,41.0,1621977.0,807.0,Salaried,Graduate,Single,Mumbai,Mass,Home,290934.0,72,6.0,True,Yes,True
630,CUST100819,,415900.0,663.0,Salaried,Diploma,Married,Hyderabad,Mass,Personal,165749.0,48,4.0,True,Yes,False
631,CUST101423,48.0,2380070.0,709.0,Business,Postgraduate,Married,Delhi,Sme,Home,2245555.0,12,4.0,True,No,True
632,CUST100377,55.0,1387115.0,792.0,Salaried,Graduate,Married,Mumbai,Premium,Business,303692.0,72,2.0,True,No,True
633,CUST100315,32.0,504502.0,704.0,Contract,Graduate,Single,Bengaluru,Affluent,Education,407540.0,84,10.0,True,Yes,True
634,CUST100443,27.0,575225.0,693.0,Business,Postgraduate,Married,Delhi,Affluent,Business,308899.0,84,4.0,True,Yes,True
635,CUST100320,57.0,,754.0,Self-Employed,Graduate,Single,Mumbai,Mass,Home,386989.0,12,,True,Yes,True
636,CUST101427,52.0,413429.0,803.0,Salaried,Graduate,Married,Bengaluru,Mass,Home Loan,529013.0,24,7.0,True,Yes,True
637,CUST101084,47.0,25000000.0,776.0,Business,Graduate,Married,Pune,Affluent,Home,607875.0,72,,True,No,True
638,CUST101256,24.0,940587.0,753.0,Business,Diploma,Married,Pune,Mass,Home,516385.0,12,5.0,True,Yes,True
639,CUST100425,40.0,654549.0,805.0,Self-Employed,Graduate,Married,Jaipur,Affluent,Auto,173690.0,120,6.0,True,Yes,True
640,CUST100554,35.0,777464.0,705.0,Self-Employed,Graduate,Married,Delhi,Mass,Business,718766.0,120,4.0,True,Yes,True
641,CUST100595,36.0,720000.0,715.0,Self-Employed,Graduate,Divorced,Hyderabad,Premium,Business,471831.0,36,4.0,True,Yes,True
642,CUST101462,35.0,727417.0,750.0,Contract,Diploma,Single,Jaipur,Affluent,Education,259650.0,72,2.0,True,Yes,True
643,CUST101293,41.0,891758.0,676.0,Contract,Diploma,Single,Delhi,Affluent,Home,180516.0,84,6.0,True,Yes,True
644,CUST100799,35.0,558742.0,738.0,Salaried,12Th,Single,Pune,Mass,Personal,,120,2.0,True,Yes,True
645,CUST101248,42.0,622932.0,597.0,Self-Employed,Postgraduate,Married,Chennai,Mass,Personal,1031881.0,72,8.0,True,Yes,True
